id produit;nom;ean13;action;date;employé;
"821";"Pommes Golden Htes Alpes conv (au Kg)";"";"Product status switched to disable";"2020-04-25 17:04:53";"J. Bayle";
"1037";"Clémentines (Espagne)";"";"Modification produit";"2020-04-25 15:15:18";"D. Dursent";
"1176";"Café grain Colombie Excelso coopérative Asopep  1kg";"3760258900121";"Product status switched to disable";"2020-04-25 14:42:39";"C. Nauts";
"1489";"Verveine bio de la Drôme  35g Tisane Le Dauphin";"3760013115302";"Product status switched to disable";"2020-04-25 14:41:53";"C. Nauts";
"1625";"Route des Comptoir Thé vert Chun Mee – 100g";"3760011131014";"Product status switched to disable";"2020-04-25 14:41:17";"C. Nauts";
"1626";"Route des Comptoir Thé vert Gunpowder – 100g";"3760011131021";"Product status switched to disable";"2020-04-25 14:41:15";"C. Nauts";
"1627";"Route des Comptoir Thé noir Breakfast – 100g";"3760011132011";"Product status switched to disable";"2020-04-25 14:41:12";"C. Nauts";
"1628";"Route des Comptoir Thé noir Darjeeling Ambootia – 100g";"3760011132059";"Product status switched to disable";"2020-04-25 14:41:11";"C. Nauts";
"1373";"Yaourt Bi-couche Crème de Châtaignes 125G  à l'unité. Echange Paysans";"3443860002116";"Modification produit";"2020-04-25 12:23:54";"D. Dursent";
"1634";"Micro pousses de Brocoli en bac de 14 *19 cm";"";"Enabling";"2020-04-24 17:02:51";"N. Dupont-Lasserre";
"1632";"Mélange corsé  Micro Pousses 30 40 g  grande barquette";"";"Enabling";"2020-04-24 16:50:51";"N. Dupont-Lasserre";
"1631";"Mélange doux Micro Pousses 30 40 g  grande barquette";"";"Enabling";"2020-04-24 16:43:01";"N. Dupont-Lasserre";
"1630";"Tarte aux Pommes moelleuse à la part";"";"Enabling";"2020-04-24 13:14:04";"N. Dupont-Lasserre";
"1629";"choux rouge de hollande vendu à la pièce, prix au kg";"";"Product status switched to disable";"2020-04-24 11:43:09";"E. Granier";
"1507";"Pommes Golden A R au KG - EP EARL Jacob";"";"Product status switched to enable";"2020-04-24 09:38:33";"N. Dupont-Lasserre";
"1623";"Jardin Bio  Farine de Blé semi-complète T 80 1kg";"3478820057844";"Modification produit";"2020-04-23 21:34:42";"M. Duchassin";
"680";"Mandarines  Nardarcott du Maroc BIO (au Kg)";"";"Product status switched to disable";"2020-04-23 20:10:40";"J. Bayle";
"1604";"Confiture citron bio , 250 g";"";"Modification produit";"2020-04-23 17:34:11";"N. Dupont-Lasserre";
"1521";"Confiture ananas rhum  250G";"";"Modification produit";"2020-04-23 17:33:27";"N. Dupont-Lasserre";
"1520";"Confiture marmelade d’orange amère 250G";"";"Modification produit";"2020-04-23 17:32:52";"N. Dupont-Lasserre";
"1484";"Confiture orange aux épices 250G";"";"Modification produit";"2020-04-23 17:32:28";"N. Dupont-Lasserre";
"142";"Asperges violettes (par 500 g)";"";"Modification produit";"2020-04-23 16:35:09";"J. Bayle";
"969";"Pommes de terre Rouge Désiré Naturdis(au kg)";"";"Product status switched to disable";"2020-04-23 16:33:05";"J. Bayle";
"1456";"Dattes Deglet Nour (Boite 500g)";"3760152080509";"Modification produit";"2020-04-23 16:27:41";"C. Nauts";
"1481";"Dattes Deglet Nour  à la pesée (au 100 g)";"";"Product status switched to disable";"2020-04-23 16:27:32";"C. Nauts";
"354";"Lentilles corail BIO 500g";"3307130806029";"Modification produit";"2020-04-23 11:57:32";"C. Nauts";
"1350";"Chou Fleur Bio petit vendu à la pièce";"";"Product status switched to disable";"2020-04-23 11:26:39";"J. Bayle";
"1072";"Asperges blanches  des Landes calibre  16 22 en botte de 500 g) bio";"";"Product status switched to disable";"2020-04-23 11:19:05";"J. Bayle";
"1121";"";"";"Enabling";"2020-04-23 11:17:58";"J. Bayle";
"1458";"Olives de Nice aux herbes  AOP Domaine de Peyrebelle 200g";"";"Modification produit";"2020-04-22 15:42:06";"J. Lombarteix";
"1540";"Chutney d'olives   Domaine de Peyrebelle 290g";"";"Modification produit";"2020-04-22 15:41:39";"J. Lombarteix";
"1250";"Chutney d'olives   Domaine de Peyrebelle 150g";"";"Product status switched to disable";"2020-04-22 15:39:49";"J. Lombarteix";
"1450";"Chips nature paille  Family chips - 125g";"3546581250177";"Modification produit";"2020-04-22 15:26:22";"J. Lombarteix";
"733";"Pommes de terre Nelles Spunta Italie Bio (au kg)";"";"Modification produit";"2020-04-22 11:56:54";"M. Monpoix";
"1351";"Pommes de terre rouge Rosabella (au kg)";"";"Modification produit";"2020-04-22 11:54:23";"M. Monpoix";
"1351";"Pommes de terre rouge Rosabella (au kg)";"";"Enabling";"2020-04-22 11:36:08";"M. Monpoix";
"875";"Vin Rouge Plaisir d'Eulalie AOC Minervois 2018";"3000001234630";"Modification produit";"2020-04-22 11:27:05";"M. Monpoix";
"733";"Pommes de terre Nelles Spunta Italie Bio (au kg)";"";"Product status switched to enable";"2020-04-22 10:46:50";"E. Granier";
"1532";"Pois chiches au naturel bio 330g";"3456300013252";"Modification produit";"2020-04-21 19:14:40";"F. Barbosa";
"1532";"Pois chiches au naturel bio 330g";"3456300013252";"Disabling";"2020-04-21 19:14:40";"F. Barbosa";
"1479";"chou lisse AR à la pièce";"";"Product status switched to disable";"2020-04-21 15:36:29";"E. Granier";
"1629";"choux rouge de hollande vendu à la pièce, prix au kg";"";"Création produit";"2020-04-21 15:22:00";"E. Granier";
"937";"Chou vert lisse  BIO  à la pièce payé au kilo";"";"Product status switched to enable";"2020-04-21 15:18:58";"E. Granier";
"1602";"ECO-EPONGE";"4007547605008";"Modification produit";"2020-04-21 12:11:13";"J. Lombarteix";
"1612";"Germacoré 100g";"3264950120097";"Modification produit";"2020-04-21 12:10:17";"J. Lombarteix";
"1613";"Café lyophilisé arabica 100g";"3483981001902";"Modification produit";"2020-04-21 12:10:02";"J. Lombarteix";
"1614";"Bière traditionnelle blanche La Cadette 25 cl";"3272460124412";"Modification produit";"2020-04-21 12:09:38";"J. Lombarteix";
"1615";"Sauce soja tamari 400 ml";"5705751999997";"Modification produit";"2020-04-21 12:09:18";"J. Lombarteix";
"1617";"Caviar d'aubergines 200g";"3700625400878";"Modification produit";"2020-04-21 12:08:56";"J. Lombarteix";
"1618";"Escalivade 200g";"3700625400885";"Modification produit";"2020-04-21 12:08:24";"J. Lombarteix";
"1619";"Gingembre en lamelles 200g";"3700019516192";"Modification produit";"2020-04-21 12:08:06";"J. Lombarteix";
"1620";"Purée de piment jaune 90g";"3700019521080";"Modification produit";"2020-04-21 12:07:39";"J. Lombarteix";
"1621";"Purée de noisettes Italie 350g";"3390390000061";"Modification produit";"2020-04-21 12:07:13";"J. Lombarteix";
"219";"Fromage de chèvre Sec (S) à la pièce (50 g)";"";"Product status switched to disable";"2020-04-21 10:52:25";"M. Duchassin";
"218";"Fromage de chèvre affiné à la pièce (90 g)";"";"Product status switched to disable";"2020-04-21 10:52:21";"M. Duchassin";
"217";"";"";"Product status switched to disable";"2020-04-21 10:52:14";"M. Duchassin";
"1039";"Oranges Rouges Sanguinelli BIO (au kg)";"";"Product status switched to disable";"2020-04-19 15:29:45";"E. Granier";
"969";"Pommes de terre Rouge Désiré Naturdis(au kg)";"";"Modification produit";"2020-04-19 14:16:50";"J. Bayle";
"969";"Pommes de terre Rouge Désiré Naturdis(au kg)";"";"Enabling";"2020-04-19 14:12:25";"J. Bayle";
"251";"Pommes de terre CHEYENNE (au kg)";"";"Modification produit";"2020-04-19 14:03:44";"J. Bayle";
"251";"Pommes de terre CHEYENNE (au kg)";"";"Product status switched to disable";"2020-04-19 14:02:54";"J. Bayle";
"1063";"Shampooing Infusion Avoine et Lin - tout type de cheveux-  500ml";"3517360012521";"Modification produit";"2020-04-19 13:21:09";"C. Nauts";
"344";"Shampooing infusion cédrat et camomille 250ml";"3517360016222";"Enabling";"2020-04-19 13:19:38";"C. Nauts";
"397";"Savon argan nourrissant, huiles d'olive et argan 100g";"3478820095006";"Modification produit";"2020-04-19 13:18:55";"C. Nauts";
"397";"Savon argan nourrissant, huiles d'olive et argan 100g";"3478820095006";"Enabling";"2020-04-19 13:17:49";"C. Nauts";
"1418";"Concentré vaisselle au vinaigre,  ultra-dégraissant 500ml";"3517360018219";"Modification produit";"2020-04-19 13:10:59";"C. Nauts";
"1447";"Savon Lait d'ânesse HE Romarin verbedone";"";"Product status switched to disable";"2020-04-19 11:59:01";"J. Lombarteix";
"862";"Savon Lait d'ânesse Argile verte";"3000001234869";"Product status switched to disable";"2020-04-19 11:58:39";"J. Lombarteix";
"861";"Savon Lait d'ânesse Café Bio";"3000001234852";"Product status switched to disable";"2020-04-19 11:58:28";"J. Lombarteix";
"1628";"Route des Comptoir Thé noir Darjeeling Ambootia – 100g";"3760011132059";"Enabling";"2020-04-19 11:46:09";"C. Nauts";
"1627";"Route des Comptoir Thé noir Breakfast – 100g";"3760011132011";"Enabling";"2020-04-19 11:41:12";"C. Nauts";
"1626";"Route des Comptoir Thé vert Gunpowder – 100g";"3760011131021";"Enabling";"2020-04-19 11:38:29";"C. Nauts";
"1625";"Route des Comptoir Thé vert Chun Mee – 100g";"3760011131014";"Enabling";"2020-04-19 11:35:49";"C. Nauts";
"405";"Thé noir English Breakfast - Biodynamie";"3456300004588";"Product status switched to disable";"2020-04-19 11:33:13";"C. Nauts";
"809";"Infusion détox saveur menthe 30g";"3760020500856";"Product status switched to disable";"2020-04-19 11:33:10";"C. Nauts";
"1092";"Torsades aux lentilles corail 250g*";"3267460030191";"Modification produit";"2020-04-19 11:31:13";"C. Nauts";
"1253";"Torsades semi completes  VRAC  150G";"";"Product status switched to disable";"2020-04-19 11:12:23";"C. Nauts";
"1624";"Double concentré de Tomate sans sel ajouté - tube 200 g";"3478820003186";"Enabling";"2020-04-19 11:06:04";"C. Nauts";
"1623";"Jardin Bio  Farine de Blé semi-complète T 80 1kg";"3478820057844";"Enabling";"2020-04-19 11:01:16";"C. Nauts";
"353";"Thé vert menthe bio  30g";"3456300011180";"Modification produit";"2020-04-19 10:57:08";"C. Nauts";
"521";"Thé noir bio de Ceylan Biodynamie";"3456300004571";"Modification produit";"2020-04-19 10:55:50";"C. Nauts";
"1327";"Confit de Canard 4 Cuisses boite  Maison Besse";"";"Product status switched to disable";"2020-04-19 10:52:45";"N. Dupont-Lasserre";
"1461";"Yaourt Brebis Nature Fermier Bio 125 G. Echange Paysans";"";"Product status switched to disable";"2020-04-19 10:44:33";"N. Dupont-Lasserre";
"1585";"Citron BIO (au 500g)";"";"Product status switched to disable";"2020-04-19 10:42:37";"N. Dupont-Lasserre";
"1509";"Pommes Pink au kg  agri raisonnée";"";"Modification produit";"2020-04-19 09:42:54";"J. Bayle";
"1508";"Pommes Fuji Agric raisonnée (au Kg)";"";"Modification produit";"2020-04-19 09:42:41";"J. Bayle";
"1325";"Pommes Crimson Bio du Piémont au Kg";"";"Modification produit";"2020-04-19 09:42:14";"J. Bayle";
"1061";"Pommes Crippspink en conversion de chez Naturdis au KG";"";"Modification produit";"2020-04-19 09:41:15";"J. Bayle";
"826";"Pommes golden Bio (Kg)";"";"Modification produit";"2020-04-19 09:40:52";"J. Bayle";
"701";"Pommes Fuji BIO (au Kg)";"";"Modification produit";"2020-04-19 09:40:27";"J. Bayle";
"681";"Pommes  Bio petit calibre (au kg)";"";"Modification produit";"2020-04-19 09:40:12";"J. Bayle";
"667";"Pommes Story  BIO (au Kg)";"";"Modification produit";"2020-04-19 09:39:56";"J. Bayle";
"665";"Pommes Dalinette  Bio au Kg";"";"Modification produit";"2020-04-19 09:39:08";"J. Bayle";
"661";"Pommes Gala du Val(au kg)";"";"Modification produit";"2020-04-19 09:38:45";"J. Bayle";
"636";"Pommes Pinova Bio au Kg";"";"Modification produit";"2020-04-19 09:38:27";"J. Bayle";
"635";"Pommes Reinette BIO (au Kg)";"";"Modification produit";"2020-04-19 09:38:07";"J. Bayle";
"302";"Pommes Crimson Bio du Val au Kg";"";"Modification produit";"2020-04-19 09:37:12";"J. Bayle";
"270";"Pommes ruby BIO au Kg";"";"Modification produit";"2020-04-19 09:36:58";"J. Bayle";
"238";"Pommes Chantecler BIO au Kg";"";"Modification produit";"2020-04-19 09:36:16";"J. Bayle";
"237";"Pommes Grany Smith BIO (au Kg)";"";"Modification produit";"2020-04-19 09:36:04";"J. Bayle";
"109";"Pommes Fuji (au Kg)";"";"Modification produit";"2020-04-19 09:35:51";"J. Bayle";
"1544";"";"";"Suppression produit";"2020-04-19 09:34:28";"J. Bayle";
"1544";"";"";"Modification produit";"2020-04-19 09:33:08";"J. Bayle";
"77";"Artichaut violet de Carros Bio  au 500g";"";"Modification produit";"2020-04-19 09:20:46";"J. Bayle";
"1159";"Pommes Dalinette";"";"Enabling";"2020-04-19 09:01:57";"J. Bayle";
"1531";"Pommes Idared  calibre (75 80) au kg) Échange paysans";"";"Modification produit";"2020-04-18 17:56:33";"J. Bayle";
"1539";"Artichaut violet Italie Bio  au 500g";"";"Modification produit";"2020-04-18 17:53:59";"J. Bayle";
"1300";"Salade Feuille de Chêne rouge BIO mandelieu";"";"Modification produit";"2020-04-18 17:40:42";"J. Bayle";
"305";"Salade Laitue BIO";"";"Modification produit";"2020-04-18 17:40:09";"J. Bayle";
"305";"Salade Laitue BIO";"";"Product status switched to disable";"2020-04-18 17:39:44";"J. Bayle";
"979";"Salade Feuille de Chêne rouge BIO pièce";"";"Modification produit";"2020-04-18 17:39:22";"J. Bayle";
"1300";"Salade Feuille de Chêne rouge BIO mandelieu";"";"Product status switched to disable";"2020-04-18 17:38:15";"J. Bayle";
"1395";"Chou frisé Agric R (vendu à la pièce prix au kg)";"";"Modification produit";"2020-04-18 17:28:23";"J. Bayle";
"1162";"Oranges Valencia BIO (au kg)";"";"Modification produit";"2020-04-18 16:24:07";"C. Swirsky";
"1314";"Lait entier pasteurisé Bouteille 1 L . Echange Paysans";"3456570000174";"Modification produit";"2020-04-18 16:23:23";"C. Swirsky";
"1057";"Vin Rosé Printemps d'Eulalie AOC Minervois 2019";"3000001235033";"Enabling";"2020-04-18 14:44:59";"J. Bayle";
"875";"Vin Rouge Plaisir d'Eulalie AOC Minervois 2018";"3000001234630";"Enabling";"2020-04-18 14:44:38";"J. Bayle";
"1622";"Gros fenouil La Roquette AR (au kg)";"";"Modification produit";"2020-04-18 14:14:29";"C. Nauts";
"1622";"Gros fenouil La Roquette AR (au kg)";"";"Enabling";"2020-04-18 14:12:22";"C. Nauts";
"224";"Carottes terre (au kg) ";"";"Product status switched to disable";"2020-04-18 13:46:16";"N. Dupont-Lasserre";
"135";"Farine de sarrasin complet 1 kg Moulin Pichard";"3572520000152";"Product status switched to disable";"2020-04-18 13:45:42";"N. Dupont-Lasserre";
"1165";"Oranges BIO (au kg)";"";"Modification produit";"2020-04-18 13:11:28";"W. Kulczycki";
"263";"Salade Petite Rougette Mandelieu BIO";"";"Modification produit";"2020-04-18 12:53:43";"W. Kulczycki";
"1461";"Yaourt Brebis Nature Fermier Bio 125 G. Echange Paysans";"";"Modification produit";"2020-04-18 12:34:12";"V. Bertrand";
"1612";"Germacoré 100g";"3264950120097";"Modification produit";"2020-04-17 23:30:54";"F. Barbosa";
"834";"Oranges Blondes navel BIO (au kg)";"";"Modification produit";"2020-04-17 13:47:20";"M. Depeyre";
"1587";"Beurre doux Biogam 250g";"3382323511003";"Modification produit";"2020-04-17 10:41:13";"M. Depeyre";
"875";"Vin Rouge Plaisir d'Eulalie AOC Minervois 2018";"3000001234630";"Product status switched to disable";"2020-04-17 10:36:12";"J. Bayle";
"873";"Vin Blanc d'Eulalie Chardonnay Minervois 2016";"3000001234623";"Modification produit";"2020-04-17 10:34:30";"J. Bayle";
"219";"Fromage de chèvre Sec (S) à la pièce (50 g)";"";"Product status switched to enable";"2020-04-16 22:47:50";"M. Duchassin";
"218";"Fromage de chèvre affiné à la pièce (90 g)";"";"Product status switched to enable";"2020-04-16 22:47:43";"M. Duchassin";
"217";"";"";"Product status switched to enable";"2020-04-16 22:47:37";"M. Duchassin";
"1608";"La Chikolodenn Rillettes de langoustines - verrine 90g";"3760108730311";"Modification produit";"2020-04-16 21:33:51";"M. Duchassin";
"1607";"Confiture kiwis, oranges sanguines , 250 g";"";"Modification produit";"2020-04-16 21:33:29";"M. Duchassin";
"1606";"Confiture Oranges sanguines bio , 250 g";"";"Modification produit";"2020-04-16 21:33:09";"M. Duchassin";
"1605";"Confiture citron verveine bio , 250 g";"";"Modification produit";"2020-04-16 21:32:50";"M. Duchassin";
"1550";"Lentilles corail VRAC- servi par unités de 350g";"";"Modification produit";"2020-04-16 21:31:01";"M. Duchassin";
"1303";"Tête recharge  brosse à dents  Adulte souple beige";"";"Modification produit";"2020-04-16 21:30:24";"M. Duchassin";
"354";"Lentilles corail BIO 500g";"3307130806029";"Modification produit";"2020-04-16 14:45:10";"M. Monpoix";
"1320";"Poires William au KG Démarche éco responsable";"";"Modification produit";"2020-04-16 14:21:12";"M. Monpoix";
"821";"Pommes Golden Htes Alpes conv (au Kg)";"";"Modification produit";"2020-04-16 12:47:36";"W. Kulczycki";
"722";"Carottes lavées Italie BIO (au kg)";"";"Modification produit";"2020-04-16 12:45:46";"W. Kulczycki";
"1106";"Beurre BIO 250g";"";"Modification produit";"2020-04-16 11:38:58";"J. Lombarteix";
"1063";"Shampooing Infusion Avoine et Lin - tout type de cheveux-  500ml";"3517360012521";"Product status switched to enable";"2020-04-16 11:03:36";"C. Nauts";
"678";"Shampooing  graines d'avoine tous type de cheveux - 250ml";"3517360020403";"Product status switched to disable";"2020-04-16 11:01:14";"C. Nauts";
"1063";"Shampooing Infusion Avoine et Lin - tout type de cheveux-  500ml";"3517360012521";"Product status switched to disable";"2020-04-16 11:01:10";"C. Nauts";
"710";"Pur jus de pomme trouble bio 1l";"";"Product status switched to disable";"2020-04-16 10:58:31";"C. Nauts";
"1455";"Farine de sarrasin complet 1 kg Moulin Pichard";"3572520000152";"Product status switched to enable";"2020-04-16 10:38:47";"C. Nauts";
"1455";"Farine de sarrasin complet 1 kg Moulin Pichard";"3572520000152";"Product status switched to disable";"2020-04-16 10:38:44";"C. Nauts";
"1590";"Patate douce BIO France (au kg)";"";"Disabling";"2020-04-16 08:41:46";"W. Kulczycki";
"1539";"Artichaut violet Italie Bio  au 500g";"";"Modification produit";"2020-04-16 08:40:24";"W. Kulczycki";
"1539";"Artichaut violet Italie Bio  au 500g";"";"Disabling";"2020-04-16 08:39:45";"W. Kulczycki";
"1621";"Purée de noisettes Italie 350g";"3390390000061";"Création produit";"2020-04-16 01:10:30";"F. Barbosa";
"1620";"Purée de piment jaune 90g";"3700019521080";"Création produit";"2020-04-16 01:02:40";"F. Barbosa";
"1619";"Gingembre en lamelles 200g";"3700019516192";"Création produit";"2020-04-16 00:57:15";"F. Barbosa";
"1618";"Escalivade 200g";"3700625400885";"Création produit";"2020-04-16 00:49:35";"F. Barbosa";
"1617";"Caviar d'aubergines 200g";"3700625400878";"Création produit";"2020-04-16 00:44:17";"F. Barbosa";
"1616";"Farine de seigle du Père Martin";"";"Création produit";"2020-04-16 00:32:13";"F. Barbosa";
"1615";"Sauce soja tamari 400 ml";"5705751999997";"Création produit";"2020-04-16 00:19:53";"F. Barbosa";
"1614";"Bière traditionnelle blanche La Cadette 25 cl";"3272460124412";"Création produit";"2020-04-16 00:12:28";"F. Barbosa";
"1613";"Café lyophilisé arabica 100g";"3483981001902";"Création produit";"2020-04-16 00:01:46";"F. Barbosa";
"1612";"Germacoré 100g";"3264950120097";"Création produit";"2020-04-15 23:51:37";"F. Barbosa";
"680";"Mandarines  Nardarcott du Maroc BIO (au Kg)";"";"Modification produit";"2020-04-15 20:05:40";"W. Kulczycki";
"680";"Mandarines  Nardarcott du Maroc BIO (au Kg)";"";"Enabling";"2020-04-15 20:01:37";"W. Kulczycki";
"1350";"Chou Fleur Bio petit vendu à la pièce";"";"Modification produit";"2020-04-15 18:54:26";"J. Bayle";
"1350";"Chou Fleur Bio petit vendu à la pièce";"";"Product status switched to enable";"2020-04-15 18:47:44";"J. Bayle";
"1001";"Chou Fleur Bio de Grasse vendu à la pièce (prix au kg)";"";"Modification produit";"2020-04-15 18:46:51";"J. Bayle";
"1001";"Chou Fleur Bio de Grasse vendu à la pièce (prix au kg)";"";"Product status switched to disable";"2020-04-15 18:46:29";"J. Bayle";
"1001";"Chou Fleur Bio de Grasse vendu à la pièce (prix au kg)";"";"Product status switched to enable";"2020-04-15 18:46:06";"J. Bayle";
"1611";"Feuilles d'olivier";"3417960000396";"Modification produit";"2020-04-15 14:34:38";"J. Lombarteix";
"976";"Thé noir - Nuit du Sud pq de 100 g";"3000001235026";"Product status switched to enable";"2020-04-15 12:35:12";"J. Lombarteix";
"1611";"Feuilles d'olivier";"3417960000396";"Création produit";"2020-04-14 13:13:47";"F. Barbosa";
"1436";"Fromage raclette Monnin 500 g";"";"Product status switched to disable";"2020-04-14 10:38:47";"M. Monpoix";
"1602";"ECO-EPONGE";"4007547605008";"Modification produit";"2020-04-14 10:37:22";"M. Monpoix";
"1015";"Petit beurre au lait cru 155gr Bio Le Moulin du Pivert";"3268350120305";"Modification produit";"2020-04-13 16:55:54";"J. Lombarteix";
"1089";"Graines de tournesol décortiquées Europe sac 5kgs";"";"Product status switched to disable";"2020-04-12 19:25:30";"N. Dupont-Lasserre";
"1350";"Chou Fleur Bio petit vendu à la pièce";"";"Product status switched to disable";"2020-04-12 16:42:21";"E. Granier";
"933";"Bière La Contrebasse (33cl)";"3000001234616";"Product status switched to disable";"2020-04-11 18:38:05";"N. Dupont-Lasserre";
"1610";"Bière La Sorcière Blonde 5° bouteille 75cl Bio";"";"Enabling";"2020-04-11 18:29:49";"N. Dupont-Lasserre";
"1563";"Fromage Parmesan  Reggiano 150g";"4026913180086";"Enabling";"2020-04-11 17:49:21";"C. Nauts";
"1165";"Oranges BIO (au kg)";"";"Product status switched to enable";"2020-04-11 17:46:38";"J. Bayle";
"1039";"Oranges Rouges Sanguinelli BIO (au kg)";"";"Modification produit";"2020-04-11 16:57:37";"J. Bayle";
"834";"Oranges Blondes navel BIO (au kg)";"";"Product status switched to disable";"2020-04-11 16:56:24";"J. Bayle";
"268";"Pied de Blettes à côtes BIO (à l'unité)";"";"Modification produit";"2020-04-11 16:52:45";"J. Bayle";
"1477";"petits fenouils à la botte";"";"Product status switched to disable";"2020-04-11 16:52:03";"J. Bayle";
"1477";"petits fenouils à la botte";"";"Modification produit";"2020-04-11 16:51:58";"J. Bayle";
"1281";"PENNE RIGATE BIONATURAE 500G";"8034063240044";"Modification produit";"2020-04-11 15:18:03";"C. Nauts";
"1491";"Détox Pure -70g Tisane La Dauphin";"3760013115524";"Product status switched to enable";"2020-04-11 15:02:14";"C. Nauts";
"1609";"";"";"Suppression produit";"2020-04-11 15:02:12";"C. Nauts";
"710";"Pur jus de pomme trouble bio 1l";"";"Modification produit";"2020-04-11 14:26:04";"C. Nauts";
"405";"Thé noir English Breakfast - Biodynamie";"3456300004588";"Modification produit";"2020-04-11 14:24:48";"C. Nauts";
"807";"Infusion Brûleur de graisses 30g";"3760020502287";"Product status switched to disable";"2020-04-11 14:23:44";"C. Nauts";
"1538";"Palmier Dorés SANS SUCRE karaléa";"3760020506841";"Modification produit";"2020-04-11 14:06:57";"C. Nauts";
"1595";"Biscuits palmiers dorés sans sucres ajoutés karéléa 100g";"3760020506841";"Product status switched to disable";"2020-04-11 14:06:13";"C. Nauts";
"708";"Palmier pur beurre bio 100g";"3760020509927";"Product status switched to disable";"2020-04-11 14:06:11";"C. Nauts";
"906";"café Honduras grain 500g  café Michel MH";"3483981002053";"Modification produit";"2020-04-11 13:55:44";"C. Nauts";
"1060";"Café dosette souple d'Ethiopie Café Michel 125  G";"3483981002756";"Modification produit";"2020-04-11 13:55:10";"C. Nauts";
"1060";"Café dosette souple d'Ethiopie Café Michel 125  G";"3483981002756";"Enabling";"2020-04-11 13:55:10";"C. Nauts";
"1408";"Gâteaux nonnettes miel-orange 150g";"354086002762";"Modification produit";"2020-04-11 13:47:40";"C. Nauts";
"1608";"La Chikolodenn Rillettes de langoustines - verrine 90g";"3760108730311";"Modification produit";"2020-04-11 13:36:25";"C. Nauts";
"1451";"La Chikolodenn Rillettes de Saint Jacques à l'huile d'olive - verrine 90g";"3760108730236";"Modification produit";"2020-04-11 13:36:11";"C. Nauts";
"1588";"Blettes multicolore France BIO NATURDIS au kg";"";"Product status switched to enable";"2020-04-11 12:36:32";"J. Bayle";
"1588";"Blettes multicolore France BIO NATURDIS au kg";"";"Modification produit";"2020-04-11 12:36:26";"J. Bayle";
"1607";"Confiture kiwis, oranges sanguines , 250 g";"";"Modification produit";"2020-04-11 11:30:02";"N. Dupont-Lasserre";
"1607";"Confiture kiwis, oranges sanguines , 250 g";"";"Enabling";"2020-04-11 11:29:04";"N. Dupont-Lasserre";
"1606";"Confiture Oranges sanguines bio , 250 g";"";"Modification produit";"2020-04-11 11:26:13";"N. Dupont-Lasserre";
"1606";"Confiture Oranges sanguines bio , 250 g";"";"Enabling";"2020-04-11 11:24:29";"N. Dupont-Lasserre";
"1522";"Confiture gelée d’orange douce 250G";"";"Product status switched to enable";"2020-04-11 11:22:02";"N. Dupont-Lasserre";
"1522";"Confiture gelée d’orange douce 250G";"";"Modification produit";"2020-04-11 11:21:36";"N. Dupont-Lasserre";
"1605";"Confiture citron verveine bio , 250 g";"";"Modification produit";"2020-04-11 11:18:18";"N. Dupont-Lasserre";
"1605";"Confiture citron verveine bio , 250 g";"";"Enabling";"2020-04-11 11:17:56";"N. Dupont-Lasserre";
"1604";"Confiture citron bio , 250 g";"";"Enabling";"2020-04-11 11:10:54";"N. Dupont-Lasserre";
"1603";"Confiture citron vert bio , 250 g";"";"Product status switched to enable";"2020-04-11 11:08:31";"N. Dupont-Lasserre";
"1603";"Confiture citron vert bio , 250 g";"";"Modification produit";"2020-04-11 11:08:04";"N. Dupont-Lasserre";
"1297";"Salade Feuille de Chêne verte BIO";"";"Product status switched to enable";"2020-04-11 10:44:12";"M. Josse";
"1297";"Salade Feuille de Chêne verte BIO";"";"Product status switched to disable";"2020-04-11 10:43:33";"M. Josse";
"305";"Salade Laitue BIO";"";"Product status switched to enable";"2020-04-11 10:42:37";"M. Josse";
"268";"Pied de Blettes à côtes BIO (à l'unité)";"";"Product status switched to disable";"2020-04-11 10:42:00";"M. Josse";
"143";"Feuilles de chêne rouge BIO ";"";"Product status switched to enable";"2020-04-11 10:41:24";"M. Josse";
"263";"Salade Petite Rougette Mandelieu BIO";"";"Product status switched to enable";"2020-04-11 10:41:03";"M. Josse";
"1547";"Confiture Virgin Mojito 250 g";"";"Modification produit";"2020-04-11 10:26:16";"N. Dupont-Lasserre";
"802";"Ail Blanc Espagne BIO (au 100g)";"";"Product status switched to enable";"2020-04-10 11:28:18";"E. Granier";
"996";"Ail violet (à l'hectogramme)";"";"Product status switched to disable";"2020-04-10 11:27:51";"E. Granier";
"1300";"Salade Feuille de Chêne rouge BIO mandelieu";"";"Product status switched to enable";"2020-04-10 11:13:52";"M. Josse";
"1583";"Salade Feuille de chêne rouge Agric Raisonnée (à la pièce)";"";"Product status switched to disable";"2020-04-10 11:13:18";"M. Josse";
"1582";"Salade Batavia Agric Raisonnée (à la pièce)";"";"Product status switched to disable";"2020-04-10 11:13:02";"M. Josse";
"262";"Salade Batavia verte Mandelieu BIO";"";"Product status switched to enable";"2020-04-09 16:45:09";"M. Josse";
"1106";"Beurre BIO 250g";"";"Modification produit";"2020-04-09 13:29:21";"C. Nauts";
"1437";"Fromage MONT d OR 400g Monnin";"3528080000057";"Modification produit";"2020-04-09 11:41:20";"M. Duchassin";
"1435";"Beurre de baratte Monnin 250g";"3428450000178";"Modification produit";"2020-04-09 11:39:54";"M. Duchassin";
